CustomerID,Recency,Frequency,Monetary,R_Score,M_Score,F_Score,RFM_Segment,RFM_Score,RF_Segment,Customer_Segment
CUST010499,1470,1,39.7,1,1,1,111,3,11,Hibernating
CUST010500,733,1,2061.57,2,3,1,213,6,21,Hibernating
CUST010501,984,3,5223.200000000001,2,5,4,235,10,24,At Risk
CUST010502,1724,1,155.07,1,1,1,111,3,11,Hibernating
CUST010503,1175,2,2766.44,1,4,3,124,7,13,At Risk
CUST010504,819,1,245.81,2,1,1,211,4,21,Hibernating
CUST010505,442,1,1293.22,3,2,1,312,6,31,About To Sleep
CUST010506,308,4,4180.25,4,5,5,445,13,45,Loyal
CUST010507,460,4,4884.59,3,5,5,345,12,35,Loyal
CUST010510,252,8,9893.57,4,5,5,445,13,45,Loyal
CUST010511,86,3,1980.97,5,3,4,533,11,54,Champions
CUST010512,1347,3,2494.91,1,4,4,134,8,14,At Risk
CUST010513,429,1,1933.98,3,3,1,313,7,31,About To Sleep
CUST010514,19,2,765.1199999999999,5,2,3,522,9,53,Potential Loyalist
CUST010515,1013,6,3640.59,2,5,5,245,11,25,At Risk
CUST010516,1394,1,589.83,1,1,1,111,3,11,Hibernating
CUST010517,985,1,408.15,2,1,1,211,4,21,Hibernating
CUST010518,526,1,1794.32,3,3,1,313,7,31,About To Sleep
CUST010519,484,3,2699.38,3,4,4,334,10,34,Loyal
CUST010520,450,1,1854.75,3,3,1,313,7,31,About To Sleep
CUST010521,15,4,6783.09,5,5,5,545,14,55,Champions
CUST010522,574,3,2678.48,3,4,4,334,10,34,Loyal
CUST010523,1047,2,3088.3,2,4,3,224,8,23,At Risk
CUST010525,1220,3,2538.7000000000003,1,4,4,134,8,14,At Risk
CUST010526,1530,1,343.05,1,1,1,111,3,11,Hibernating
CUST010528,312,2,670.15,4,2,3,422,8,43,Potential Loyalist
CUST010529,286,1,941.33,4,2,1,412,7,41,Promising
CUST010530,1285,2,3092.17,1,4,3,124,7,13,At Risk
CUST010531,334,5,6733.11,4,5,5,445,13,45,Loyal
CUST010532,1539,2,1684.3,1,3,3,123,6,13,At Risk
CUST010533,877,2,1127.2700000000002,2,2,3,222,6,23,At Risk
CUST010534,221,1,718.35,4,2,1,412,7,41,Promising
CUST010536,72,1,667.96,5,2,1,512,8,51,Promising
CUST010537,702,2,1677.8100000000002,2,3,3,223,7,23,At Risk
CUST010538,119,4,2386.73,5,4,5,544,13,55,Champions
CUST010539,1116,2,3385.13,1,5,3,125,8,13,At Risk
CUST010540,1226,2,2662.86,1,4,3,124,7,13,At Risk
CUST010541,1033,2,1780.39,2,3,3,223,7,23,At Risk
CUST010542,698,2,1693.62,2,3,3,223,7,23,At Risk
CUST010544,375,1,1884.91,4,3,1,413,8,41,Promising
CUST010545,401,1,511.63,4,1,1,411,6,41,Promising
CUST010546,889,1,202.25,2,1,1,211,4,21,Hibernating
CUST010547,51,3,3324.02,5,5,4,535,13,54,Champions
CUST010549,1160,2,678.96,1,2,3,122,5,13,At Risk
CUST010550,203,3,2550.06,4,4,4,434,11,44,Loyal
CUST010551,255,1,742.17,4,2,1,412,7,41,Promising
CUST010552,349,1,348.18,4,1,1,411,6,41,Promising
CUST010553,12,3,1302.18,5,2,4,532,10,54,Champions
CUST010554,992,2,3112.41,2,4,3,224,8,23,At Risk
CUST010555,102,1,1085.56,5,2,1,512,8,51,Promising
CUST010556,691,2,805.51,3,2,3,322,7,33,Need Attention
CUST010557,167,2,3969.04,5,5,3,525,12,53,Potential Loyalist
CUST010558,480,1,114.67,3,1,1,311,5,31,About To Sleep
CUST010559,1274,2,540.3199999999999,1,1,3,121,4,13,At Risk
CUST010560,37,6,3232.71,5,5,5,545,14,55,Champions
CUST010562,448,2,4657.6,3,5,3,325,10,33,Need Attention
CUST010563,885,3,2642.07,2,4,4,234,9,24,At Risk
CUST010564,209,3,520.09,4,1,4,431,8,44,Loyal
CUST010566,600,2,1106.13,3,2,3,322,7,33,Need Attention
CUST010567,918,2,1094.42,2,2,3,222,6,23,At Risk
CUST010569,1071,1,2163.76,2,4,1,214,7,21,Hibernating
CUST010570,241,2,1260.16,4,2,3,422,8,43,Potential Loyalist
CUST010572,957,1,1426.99,2,3,1,213,6,21,Hibernating
CUST010573,179,4,2291.81,5,4,5,544,13,55,Champions
CUST010574,13,1,376.7,5,1,1,511,7,51,Promising
CUST010575,1159,2,2048.52,1,3,3,123,6,13,At Risk
CUST010576,16,8,5626.86,5,5,5,545,14,55,Champions
CUST010578,246,3,2336.34,4,4,4,434,11,44,Loyal
CUST010579,818,2,1543.41,2,3,3,223,7,23,At Risk
CUST010580,1280,1,728.27,1,2,1,112,4,11,Hibernating
CUST010581,571,2,1877.1,3,3,3,323,8,33,Need Attention
CUST010582,1228,2,2175.7,1,4,3,124,7,13,At Risk
CUST010583,538,1,2569.16,3,4,1,314,8,31,About To Sleep
CUST010584,1452,1,76.98,1,1,1,111,3,11,Hibernating
CUST010585,62,5,2679.1800000000003,5,4,5,544,13,55,Champions
CUST010587,864,2,1884.27,2,3,3,223,7,23,At Risk
CUST010588,417,5,4378.93,3,5,5,345,12,35,Loyal
CUST010589,896,2,2183.26,2,4,3,224,8,23,At Risk
CUST010590,1138,2,1091.98,1,2,3,122,5,13,At Risk
CUST010591,1284,1,1331.2,1,2,1,112,4,11,Hibernating
CUST010592,441,2,572.01,3,1,3,321,6,33,Need Attention
CUST010594,482,2,229.88,3,1,3,321,6,33,Need Attention
CUST010595,272,4,3618.81,4,5,5,445,13,45,Loyal
CUST010596,159,5,4793.36,5,5,5,545,14,55,Champions
CUST010597,393,1,2108.58,4,3,1,413,8,41,Promising
CUST010598,414,2,287.66,3,1,3,321,6,33,Need Attention
CUST010599,366,3,4936.32,4,5,4,435,12,44,Loyal
CUST010600,730,1,2170.8,2,4,1,214,7,21,Hibernating
CUST010601,421,3,2602.21,3,4,4,334,10,34,Loyal
CUST010602,207,2,2005.84,4,3,3,423,9,43,Potential Loyalist
CUST010603,413,4,3633.36,3,5,5,345,12,35,Loyal
CUST010605,832,2,3329.57,2,5,3,225,9,23,At Risk
CUST010607,374,2,3293.15,4,5,3,425,11,43,Potential Loyalist
CUST010608,712,1,2284.55,2,4,1,214,7,21,Hibernating
CUST010609,12,4,6228.6,5,5,5,545,14,55,Champions
CUST010611,385,2,2765.89,4,4,3,424,10,43,Potential Loyalist
CUST010612,1137,2,3252.07,1,5,3,125,8,13,At Risk
CUST010613,1222,1,411.18,1,1,1,111,3,11,Hibernating
CUST010615,242,2,820.54,4,2,3,422,8,43,Potential Loyalist
CUST010616,219,2,2566.24,4,4,3,424,10,43,Potential Loyalist
CUST010618,473,1,610.79,3,1,1,311,5,31,About To Sleep
CUST010619,1800,1,2659.12,1,4,1,114,6,11,Hibernating
CUST010620,1052,2,1491.29,2,3,3,223,7,23,At Risk
CUST010621,1812,1,1071.93,1,2,1,112,4,11,Hibernating
CUST010622,673,3,724.36,3,2,4,332,8,34,Loyal
CUST010623,310,3,1606.77,4,3,4,433,10,44,Loyal
CUST010627,664,1,1977.69,3,3,1,313,7,31,About To Sleep
CUST010628,1081,2,773.51,2,2,3,222,6,23,At Risk
CUST010629,943,3,1087.58,2,2,4,232,7,24,At Risk
CUST010630,1426,2,918.74,1,2,3,122,5,13,At Risk
CUST010631,734,1,554.27,2,1,1,211,4,21,Hibernating
CUST010632,102,2,1737.64,5,3,3,523,10,53,Potential Loyalist
CUST010633,328,4,3536.87,4,5,5,445,13,45,Loyal
CUST010634,49,1,840.49,5,2,1,512,8,51,Promising
CUST010635,93,1,1354.13,5,3,1,513,9,51,Promising
CUST010636,171,3,1788.08,5,3,4,533,11,54,Champions
CUST010637,250,3,1214.15,4,2,4,432,9,44,Loyal
CUST010638,19,4,2940.61,5,4,5,544,13,55,Champions
CUST010639,382,2,3820.47,4,5,3,425,11,43,Potential Loyalist
CUST010640,25,3,3071.92,5,4,4,534,12,54,Champions
CUST010641,1664,1,2774.34,1,4,1,114,6,11,Hibernating
CUST010643,385,1,1501.36,4,3,1,413,8,41,Promising
CUST010644,225,1,1175.8,4,2,1,412,7,41,Promising
CUST010645,926,1,422.3,2,1,1,211,4,21,Hibernating
CUST010647,159,2,651.63,5,1,3,521,8,53,Potential Loyalist
CUST010649,242,2,2270.55,4,4,3,424,10,43,Potential Loyalist
CUST010651,302,3,2886.68,4,4,4,434,11,44,Loyal
CUST010652,332,2,1131.28,4,2,3,422,8,43,Potential Loyalist
CUST010654,902,1,2255.88,2,4,1,214,7,21,Hibernating
CUST010655,683,2,157.24,3,1,3,321,6,33,Need Attention
CUST010656,73,2,1362.22,5,3,3,523,10,53,Potential Loyalist
CUST010657,993,2,3062.23,2,4,3,224,8,23,At Risk
CUST010658,1129,2,5128.6900000000005,1,5,3,125,8,13,At Risk
CUST010659,11,2,1396.27,5,3,3,523,10,53,Potential Loyalist
CUST010660,207,3,1669.04,4,3,4,433,10,44,Loyal
CUST010661,637,4,4127.91,3,5,5,345,12,35,Loyal
CUST010662,344,3,2041.79,4,3,4,433,10,44,Loyal
CUST010663,661,5,1432.33,3,3,5,343,10,35,Loyal
CUST010664,902,2,1981.76,2,3,3,223,7,23,At Risk
CUST010665,1452,2,511.5700000000001,1,1,3,121,4,13,At Risk
CUST010666,1347,1,150.72,1,1,1,111,3,11,Hibernating
CUST010668,364,1,765.52,4,2,1,412,7,41,Promising
CUST010669,862,1,551.54,2,1,1,211,4,21,Hibernating
CUST010670,105,2,194.79,5,1,3,521,8,53,Potential Loyalist
CUST010672,603,1,503.67,3,1,1,311,5,31,About To Sleep
CUST010674,402,1,910.39,4,2,1,412,7,41,Promising
CUST010675,616,2,963.2,3,2,3,322,7,33,Need Attention
CUST010676,947,1,165.81,2,1,1,211,4,21,Hibernating
CUST010677,704,1,229.14,2,1,1,211,4,21,Hibernating
CUST010678,216,1,839.76,4,2,1,412,7,41,Promising
CUST010679,462,1,1377.21,3,3,1,313,7,31,About To Sleep
CUST010680,1047,2,3720.2,2,5,3,225,9,23,At Risk
CUST010681,904,3,3640.84,2,5,4,235,10,24,At Risk
CUST010682,278,4,4912.5,4,5,5,445,13,45,Loyal
CUST010683,469,2,438.13,3,1,3,321,6,33,Need Attention
CUST010684,1403,1,917.42,1,2,1,112,4,11,Hibernating
CUST010685,872,1,928.56,2,2,1,212,5,21,Hibernating
CUST010686,228,2,3071.2,4,4,3,424,10,43,Potential Loyalist
CUST010687,1326,2,1633.81,1,3,3,123,6,13,At Risk
CUST010688,114,3,1953.46,5,3,4,533,11,54,Champions
CUST010689,76,2,780.38,5,2,3,522,9,53,Potential Loyalist
CUST010690,50,3,2826.53,5,4,4,534,12,54,Champions
CUST010691,140,1,1920.43,5,3,1,513,9,51,Promising
CUST010692,191,3,3548.05,4,5,4,435,12,44,Loyal
CUST010693,157,2,2811.41,5,4,3,524,11,53,Potential Loyalist
CUST010695,371,3,3907.16,4,5,4,435,12,44,Loyal
CUST010696,19,4,8077.09,5,5,5,545,14,55,Champions
CUST010697,648,2,1032.75,3,2,3,322,7,33,Need Attention
CUST010699,244,4,5386.73,4,5,5,445,13,45,Loyal
CUST010700,965,1,162.16,2,1,1,211,4,21,Hibernating
CUST010701,338,2,1525.08,4,3,3,423,9,43,Potential Loyalist
CUST010703,1590,1,196.09,1,1,1,111,3,11,Hibernating
CUST010704,1099,3,1738.4499999999998,2,3,4,233,8,24,At Risk
CUST010705,472,3,879.01,3,2,4,332,8,34,Loyal
CUST010706,58,3,3381.74,5,5,4,535,13,54,Champions
CUST010708,100,2,970.66,5,2,3,522,9,53,Potential Loyalist
CUST010709,620,1,371.33,3,1,1,311,5,31,About To Sleep
CUST010710,1265,1,542.92,1,1,1,111,3,11,Hibernating
CUST010711,75,2,745.1,5,2,3,522,9,53,Potential Loyalist
CUST010712,669,2,2459.25,3,4,3,324,9,33,Need Attention
CUST010713,593,1,1130.12,3,2,1,312,6,31,About To Sleep
CUST010714,140,4,4011.9,5,5,5,545,14,55,Champions
CUST010715,361,6,7050.66,4,5,5,445,13,45,Loyal
CUST010716,837,1,771.44,2,2,1,212,5,21,Hibernating
CUST010718,869,1,321.12,2,1,1,211,4,21,Hibernating
CUST010719,1372,2,3719.97,1,5,3,125,8,13,At Risk
CUST010720,714,1,192.81,2,1,1,211,4,21,Hibernating
CUST010721,36,5,6208.67,5,5,5,545,14,55,Champions
CUST010722,571,1,442.11,3,1,1,311,5,31,About To Sleep
CUST010723,649,2,1935.9,3,3,3,323,8,33,Need Attention
CUST010725,2,2,3641.5,5,5,3,525,12,53,Potential Loyalist
CUST010726,896,2,1928.63,2,3,3,223,7,23,At Risk
CUST010727,853,1,2495.38,2,4,1,214,7,21,Hibernating
CUST010728,768,2,2597.0,2,4,3,224,8,23,At Risk
CUST010729,1670,1,518.6,1,1,1,111,3,11,Hibernating
CUST010730,1078,2,1983.75,2,3,3,223,7,23,At Risk
CUST010731,102,4,3381.49,5,5,5,545,14,55,Champions
CUST010732,926,1,2014.72,2,3,1,213,6,21,Hibernating
CUST010733,28,3,4492.110000000001,5,5,4,535,13,54,Champions
CUST010735,1463,2,1686.37,1,3,3,123,6,13,At Risk
CUST010736,276,2,2696.76,4,4,3,424,10,43,Potential Loyalist
CUST010737,703,2,3058.65,2,4,3,224,8,23,At Risk
CUST010738,1731,2,2306.7200000000003,1,4,3,124,7,13,At Risk
CUST010739,1140,3,3034.01,1,4,4,134,8,14,At Risk
CUST010740,1015,1,2078.66,2,3,1,213,6,21,Hibernating
CUST010742,102,3,785.1600000000001,5,2,4,532,10,54,Champions
CUST010743,314,2,2484.98,4,4,3,424,10,43,Potential Loyalist
CUST010744,84,4,4875.06,5,5,5,545,14,55,Champions
CUST010745,254,2,1067.27,4,2,3,422,8,43,Potential Loyalist
CUST010748,224,1,480.41,4,1,1,411,6,41,Promising
CUST010749,1100,1,109.47,2,1,1,211,4,21,Hibernating
CUST010750,1672,1,2114.17,1,3,1,113,5,11,Hibernating
CUST010751,255,3,3297.24,4,5,4,435,12,44,Loyal
CUST010752,546,3,2423.62,3,4,4,334,10,34,Loyal
CUST010753,557,1,609.81,3,1,1,311,5,31,About To Sleep
CUST010754,824,2,3559.58,2,5,3,225,9,23,At Risk
CUST010755,77,6,8637.619999999999,5,5,5,545,14,55,Champions
CUST010756,648,2,1192.49,3,2,3,322,7,33,Need Attention
CUST010757,341,2,898.76,4,2,3,422,8,43,Potential Loyalist
CUST010758,10,1,20.97,5,1,1,511,7,51,Promising
CUST010759,139,4,5905.54,5,5,5,545,14,55,Champions
CUST010760,371,2,774.1,4,2,3,422,8,43,Potential Loyalist
CUST010762,1318,2,2648.4700000000003,1,4,3,124,7,13,At Risk
CUST010763,1173,2,3860.84,1,5,3,125,8,13,At Risk
CUST010764,156,1,939.03,5,2,1,512,8,51,Promising
CUST010765,1664,1,1015.76,1,2,1,112,4,11,Hibernating
CUST010766,349,1,413.67,4,1,1,411,6,41,Promising
CUST010769,776,3,4558.41,2,5,4,235,10,24,At Risk
CUST010770,480,2,3073.36,3,4,3,324,9,33,Need Attention
CUST010772,732,3,1972.53,2,3,4,233,8,24,At Risk
CUST010773,34,2,3287.94,5,5,3,525,12,53,Potential Loyalist
CUST010774,679,3,3148.1000000000004,3,4,4,334,10,34,Loyal
CUST010775,37,3,3343.61,5,5,4,535,13,54,Champions
CUST010776,1524,1,540.73,1,1,1,111,3,11,Hibernating
CUST010777,1129,1,79.54,1,1,1,111,3,11,Hibernating
CUST010778,1307,1,2072.86,1,3,1,113,5,11,Hibernating
CUST010779,867,2,1414.98,2,3,3,223,7,23,At Risk
CUST010780,435,2,2839.04,3,4,3,324,9,33,Need Attention
CUST010781,131,2,3319.59,5,5,3,525,12,53,Potential Loyalist
CUST010782,114,2,1417.54,5,3,3,523,10,53,Potential Loyalist
CUST010783,1790,1,681.34,1,2,1,112,4,11,Hibernating
CUST010784,921,1,720.7,2,2,1,212,5,21,Hibernating
CUST010785,220,4,4035.72,4,5,5,445,13,45,Loyal
CUST010786,477,3,2506.35,3,4,4,334,10,34,Loyal
CUST010787,288,4,4910.61,4,5,5,445,13,45,Loyal
CUST010788,224,1,526.14,4,1,1,411,6,41,Promising
CUST010789,10,2,637.25,5,1,3,521,8,53,Potential Loyalist
CUST010790,58,4,6166.5,5,5,5,545,14,55,Champions
CUST010791,1000,1,3484.44,2,5,1,215,8,21,Hibernating
CUST010793,618,4,3219.11,3,5,5,345,12,35,Loyal
CUST010794,249,2,3810.79,4,5,3,425,11,43,Potential Loyalist
CUST010795,151,1,438.13,5,1,1,511,7,51,Promising
CUST010797,617,2,1089.04,3,2,3,322,7,33,Need Attention
CUST010798,1479,2,2677.64,1,4,3,124,7,13,At Risk
CUST010799,674,4,4015.65,3,5,5,345,12,35,Loyal
CUST010800,572,1,651.07,3,1,1,311,5,31,About To Sleep
CUST010802,114,2,2608.45,5,4,3,524,11,53,Potential Loyalist
CUST010803,169,4,4909.25,5,5,5,545,14,55,Champions
CUST010804,1328,1,713.21,1,2,1,112,4,11,Hibernating
CUST010805,139,3,1534.4199999999998,5,3,4,533,11,54,Champions
CUST010806,779,1,373.48,2,1,1,211,4,21,Hibernating
CUST010807,424,2,1248.11,3,2,3,322,7,33,Need Attention
CUST010808,761,2,1098.51,2,2,3,222,6,23,At Risk
CUST010810,679,4,3045.01,3,4,5,344,11,35,Loyal
CUST010812,369,3,3081.99,4,4,4,434,11,44,Loyal
CUST010813,401,1,31.39,4,1,1,411,6,41,Promising
CUST010814,444,1,1048.64,3,2,1,312,6,31,About To Sleep
CUST010815,747,6,5192.18,2,5,5,245,11,25,At Risk
CUST010816,1605,1,3005.71,1,4,1,114,6,11,Hibernating
CUST010819,398,3,1598.33,4,3,4,433,10,44,Loyal
CUST010820,60,4,3289.1,5,5,5,545,14,55,Champions
CUST010821,386,3,928.79,4,2,4,432,9,44,Loyal
CUST010822,567,2,2495.1200000000003,3,4,3,324,9,33,Need Attention
CUST010823,545,4,4462.88,3,5,5,345,12,35,Loyal
CUST010824,1342,2,1548.13,1,3,3,123,6,13,At Risk
CUST010825,614,1,2284.17,3,4,1,314,8,31,About To Sleep
CUST010826,1061,1,1339.63,2,2,1,212,5,21,Hibernating
CUST010827,410,2,2703.58,3,4,3,324,9,33,Need Attention
CUST010828,1297,2,3018.49,1,4,3,124,7,13,At Risk
CUST010829,291,2,770.18,4,2,3,422,8,43,Potential Loyalist
CUST010830,143,2,1528.8200000000002,5,3,3,523,10,53,Potential Loyalist
CUST010831,1283,1,1116.56,1,2,1,112,4,11,Hibernating
CUST010832,465,1,1519.98,3,3,1,313,7,31,About To Sleep
CUST010833,102,1,1957.72,5,3,1,513,9,51,Promising
CUST010834,233,4,3196.24,4,5,5,445,13,45,Loyal
CUST010835,587,3,1950.77,3,3,4,333,9,34,Loyal
CUST010836,578,3,3299.11,3,5,4,335,11,34,Loyal
CUST010837,136,2,3414.48,5,5,3,525,12,53,Potential Loyalist
CUST010838,1095,1,1717.83,2,3,1,213,6,21,Hibernating
CUST010839,1122,2,2099.05,1,3,3,123,6,13,At Risk
CUST010840,246,6,3729.34,4,5,5,445,13,45,Loyal
CUST010841,270,2,1719.25,4,3,3,423,9,43,Potential Loyalist
CUST010842,765,2,3112.86,2,4,3,224,8,23,At Risk
CUST010843,363,4,4248.54,4,5,5,445,13,45,Loyal
CUST010844,650,1,1194.67,3,2,1,312,6,31,About To Sleep
CUST010845,469,2,1384.0300000000002,3,3,3,323,8,33,Need Attention
CUST010846,734,2,1361.04,2,3,3,223,7,23,At Risk
CUST010847,933,3,2663.7,2,4,4,234,9,24,At Risk
CUST010848,1018,1,915.86,2,2,1,212,5,21,Hibernating
CUST010849,498,2,4538.96,3,5,3,325,10,33,Need Attention
CUST010850,82,2,1659.6999999999998,5,3,3,523,10,53,Potential Loyalist
CUST010851,409,2,539.43,3,1,3,321,6,33,Need Attention
CUST010852,59,1,569.86,5,1,1,511,7,51,Promising
CUST010853,432,1,2326.94,3,4,1,314,8,31,About To Sleep
CUST010854,393,5,3058.93,4,4,5,444,12,45,Loyal
CUST010855,90,3,1677.97,5,3,4,533,11,54,Champions
CUST010856,328,1,571.21,4,1,1,411,6,41,Promising
CUST010857,100,1,547.0,5,1,1,511,7,51,Promising
CUST010858,190,3,1693.98,4,3,4,433,10,44,Loyal
CUST010859,36,3,2652.55,5,4,4,534,12,54,Champions
CUST010860,905,2,1219.09,2,2,3,222,6,23,At Risk
CUST010861,687,1,1298.0,3,2,1,312,6,31,About To Sleep
CUST010863,213,6,8168.670000000001,4,5,5,445,13,45,Loyal
CUST010864,509,3,5058.01,3,5,4,335,11,34,Loyal
CUST010865,475,4,3981.84,3,5,5,345,12,35,Loyal
CUST010866,559,3,1873.44,3,3,4,333,9,34,Loyal
CUST010867,58,1,415.0,5,1,1,511,7,51,Promising
CUST010868,232,1,2127.26,4,4,1,414,9,41,Promising
CUST010869,111,2,1199.3000000000002,5,2,3,522,9,53,Potential Loyalist
CUST010870,773,2,208.05,2,1,3,221,5,23,At Risk
CUST010871,600,2,1526.24,3,3,3,323,8,33,Need Attention
CUST010872,751,3,830.3000000000001,2,2,4,232,7,24,At Risk
CUST010873,1030,1,568.95,2,1,1,211,4,21,Hibernating
CUST010874,1415,3,1385.95,1,3,4,133,7,14,At Risk
CUST010875,1824,1,66.53,1,1,1,111,3,11,Hibernating
CUST010876,543,2,2296.98,3,4,3,324,9,33,Need Attention
CUST010877,311,2,2882.73,4,4,3,424,10,43,Potential Loyalist
CUST010878,651,1,1209.82,3,2,1,312,6,31,About To Sleep
CUST010879,475,3,2791.5,3,4,4,334,10,34,Loyal
CUST010881,117,2,1192.5500000000002,5,2,3,522,9,53,Potential Loyalist
CUST010882,1062,1,1753.41,2,3,1,213,6,21,Hibernating
CUST010883,1189,1,409.84,1,1,1,111,3,11,Hibernating
CUST010886,526,4,2923.94,3,4,5,344,11,35,Loyal
CUST010887,1081,1,422.35,2,1,1,211,4,21,Hibernating
CUST010888,109,1,556.91,5,1,1,511,7,51,Promising
CUST010889,15,1,1564.53,5,3,1,513,9,51,Promising
CUST010890,131,2,1463.75,5,3,3,523,10,53,Potential Loyalist
CUST010892,450,2,5070.41,3,5,3,325,10,33,Need Attention
CUST010893,898,2,1519.2600000000002,2,3,3,223,7,23,At Risk
CUST010895,1259,1,470.8,1,1,1,111,3,11,Hibernating
CUST010896,157,3,1959.79,5,3,4,533,11,54,Champions
CUST010897,1094,2,3466.49,2,5,3,225,9,23,At Risk
CUST010898,180,4,1922.85,5,3,5,543,12,55,Champions
CUST010900,317,1,512.15,4,1,1,411,6,41,Promising
CUST010901,503,3,2665.15,3,4,4,334,10,34,Loyal
CUST010904,105,5,6079.3,5,5,5,545,14,55,Champions
CUST010905,1361,1,69.59,1,1,1,111,3,11,Hibernating
CUST010906,968,2,3734.52,2,5,3,225,9,23,At Risk
CUST010907,1079,1,46.36,2,1,1,211,4,21,Hibernating
CUST010908,364,3,1074.44,4,2,4,432,9,44,Loyal
CUST010909,296,2,4596.889999999999,4,5,3,425,11,43,Potential Loyalist
CUST010910,551,1,1791.88,3,3,1,313,7,31,About To Sleep
CUST010911,305,5,5550.29,4,5,5,445,13,45,Loyal
CUST010912,395,4,7852.19,4,5,5,445,13,45,Loyal
CUST010913,722,2,1150.9,2,2,3,222,6,23,At Risk
CUST010914,376,2,3370.34,4,5,3,425,11,43,Potential Loyalist
CUST010915,13,3,3218.75,5,5,4,535,13,54,Champions
CUST010916,270,3,3385.6200000000003,4,5,4,435,12,44,Loyal
CUST010917,96,1,214.78,5,1,1,511,7,51,Promising
CUST010918,292,1,1364.14,4,3,1,413,8,41,Promising
CUST010919,79,1,1902.93,5,3,1,513,9,51,Promising
CUST010921,97,4,2825.79,5,4,5,544,13,55,Champions
CUST010924,1336,1,782.99,1,2,1,112,4,11,Hibernating
CUST010925,491,3,5373.700000000001,3,5,4,335,11,34,Loyal
CUST010926,398,1,107.88,4,1,1,411,6,41,Promising
CUST010927,260,1,470.55,4,1,1,411,6,41,Promising
CUST010928,418,6,4741.78,3,5,5,345,12,35,Loyal
CUST010932,371,4,6431.46,4,5,5,445,13,45,Loyal
CUST010933,36,2,1604.14,5,3,3,523,10,53,Potential Loyalist
CUST010934,1096,1,163.49,2,1,1,211,4,21,Hibernating
CUST010935,628,1,434.88,3,1,1,311,5,31,About To Sleep
CUST010938,384,4,3181.17,4,4,5,444,12,45,Loyal
CUST010939,591,4,698.39,3,2,5,342,9,35,Loyal
CUST010941,362,2,2443.38,4,4,3,424,10,43,Potential Loyalist
CUST010942,122,4,3653.78,5,5,5,545,14,55,Champions
CUST010943,304,1,1766.46,4,3,1,413,8,41,Promising
CUST010944,1500,1,383.12,1,1,1,111,3,11,Hibernating
CUST010945,362,1,1056.69,4,2,1,412,7,41,Promising
CUST010946,159,4,7155.95,5,5,5,545,14,55,Champions
CUST010947,301,2,1189.69,4,2,3,422,8,43,Potential Loyalist
CUST010948,997,2,1457.12,2,3,3,223,7,23,At Risk
CUST010949,549,3,1606.19,3,3,4,333,9,34,Loyal
CUST010950,673,2,751.24,3,2,3,322,7,33,Need Attention
CUST010951,1018,2,2330.42,2,4,3,224,8,23,At Risk
CUST010952,834,1,963.64,2,2,1,212,5,21,Hibernating
CUST010953,452,2,628.53,3,1,3,321,6,33,Need Attention
CUST010954,51,4,4061.89,5,5,5,545,14,55,Champions
CUST010955,778,3,2382.69,2,4,4,234,9,24,At Risk
CUST010956,423,3,1991.93,3,3,4,333,9,34,Loyal
CUST010957,303,2,941.87,4,2,3,422,8,43,Potential Loyalist
CUST010958,28,1,475.36,5,1,1,511,7,51,Promising
CUST010960,4,2,2454.09,5,4,3,524,11,53,Potential Loyalist
CUST010962,195,2,1056.6,4,2,3,422,8,43,Potential Loyalist
CUST010963,781,2,1466.44,2,3,3,223,7,23,At Risk
CUST010964,755,1,373.65,2,1,1,211,4,21,Hibernating
CUST010965,1145,1,1165.8,1,2,1,112,4,11,Hibernating
CUST010966,514,3,1224.83,3,2,4,332,8,34,Loyal
CUST010967,189,2,2444.03,4,4,3,424,10,43,Potential Loyalist
CUST010969,1697,1,640.74,1,1,1,111,3,11,Hibernating
CUST010970,1426,2,3529.3500000000004,1,5,3,125,8,13,At Risk
CUST010971,829,3,3903.81,2,5,4,235,10,24,At Risk
CUST010972,26,1,2547.68,5,4,1,514,10,51,Promising
CUST010973,517,2,2008.91,3,3,3,323,8,33,Need Attention
CUST010974,54,2,2908.1000000000004,5,4,3,524,11,53,Potential Loyalist
CUST010975,207,1,108.9,4,1,1,411,6,41,Promising
CUST010976,242,1,548.42,4,1,1,411,6,41,Promising
CUST010977,126,4,2849.77,5,4,5,544,13,55,Champions
CUST010978,656,1,2907.93,3,4,1,314,8,31,About To Sleep
CUST010979,1196,2,2144.61,1,4,3,124,7,13,At Risk
CUST010981,705,3,4586.18,2,5,4,235,10,24,At Risk
CUST010982,724,3,2892.34,2,4,4,234,9,24,At Risk
CUST010983,90,2,3175.64,5,4,3,524,11,53,Potential Loyalist
CUST010984,426,1,422.96,3,1,1,311,5,31,About To Sleep
CUST010985,244,1,22.66,4,1,1,411,6,41,Promising
CUST010986,616,1,12.09,3,1,1,311,5,31,About To Sleep
CUST010987,976,1,270.51,2,1,1,211,4,21,Hibernating
CUST010988,96,2,2332.03,5,4,3,524,11,53,Potential Loyalist
CUST010989,379,3,3017.77,4,4,4,434,11,44,Loyal
CUST010990,218,3,2777.01,4,4,4,434,11,44,Loyal
CUST010991,744,5,3336.77,2,5,5,245,11,25,At Risk
CUST010992,925,5,7612.85,2,5,5,245,11,25,At Risk
CUST010993,1106,1,672.28,1,2,1,112,4,11,Hibernating
CUST010994,1774,1,596.94,1,1,1,111,3,11,Hibernating
